datetime,temp,feelslike,dew,humidity,precip,precipprob,windspeed,winddir,windgust,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,PM25_Idgah_Hills,PM10_Idgah_Hills,NO_Idgah_Hills,SO2_Idgah_Hills,CO_Idgah_Hills,O3_Idgah_Hills,Benzene_Idgah_Hills,NO2_Idgah_Hills,NH3_Idgah_Hills,PM25_TT_Nagar,PM10_TT_Nagar,NO_TT_Nagar,SO2_TT_Nagar,CO_TT_Nagar,O3_TT_Nagar,NO2_TT_Nagar,NH3_TT_Nagar,PM25_Paryavaran_Parisar,PM10_Paryavaran_Parisar,NO_Paryavaran_Parisar,SO2_Paryavaran_Parisar,CO_Paryavaran_Parisar,O3_Paryavaran_Parisar,Benzene_Paryavaran_Parisar,NO2_Paryavaran_Parisar,NH3_Paryavaran_Parisar,year,month,day,hour,dayofweek,hour_sin,hour_cos,month_sin,month_cos
2025-06-13 16:00:00,98.7,100.5,62.7,30.85,0.0,0.0,9.2,120.0,11.6,1000.0,70.0,3.7,608.6,6.0,33.147203488666904,45.59491958272446,2.59350254228303,10.047258483112142,0.6411877970414556,18.888210398698202,0.5128832209320013,19.061573726207875,17.78873051799881,30.614716200082057,66.51693842742623,1.5136142367849685,8.86681170510439,0.8421522050790343,30.137990328722037,21.896090692432157,29.65399435765289,23.4071017973457,57.54009339375193,1.1410761025395173,10.126304908012225,0.3857055930226662,32.22600149356247,0.4669542389054584,11.08964325061886,8.915837293886074,2025,6,13,16,4,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0
2025-06-13 17:00:00,98.8,102.0,64.8,33.15,0.0,0.0,5.8,110.0,11.4,995.0,61.4,3.7,499.1,5.0,33.26306982404544,45.701832610369195,2.5933972092508677,10.05726512116756,0.6416933955958346,18.958214731873266,0.5135784189442726,19.058519068275167,17.799895819408015,30.730055870299775,66.66035988401842,1.5130243718048597,8.878756470951593,0.8441324660836856,30.125961296449102,21.913049310610287,29.795098487537512,23.527181454010723,57.74338614582517,1.142066233041843,10.117815065619943,0.38547386035190917,32.18865040035772,0.4688502334843798,11.125140482457555,8.922578607944462,2025,6,13,17,4,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0
2025-06-13 18:00:00,96.9,98.4,62.7,32.59,0.0,0.0,1.1,100.0,10.5,1001.0,61.8,3.7,280.2,3.0,33.378936159423965,45.80874563801393,2.5932918762187054,10.06727175922298,0.6421989941502136,19.028219065048333,0.5142736169565437,19.05546441034246,17.811061120817218,30.845395540517494,66.80378134061061,1.5124345068247507,8.890701236798797,0.8461127270883368,30.113932264176167,21.930007928788417,29.93620261742213,23.647261110675743,57.94667889789841,1.1430563635441686,10.109325223227662,0.3852421276811521,32.15129930715297,0.47074622806330124,11.16063771429625,8.929319922002849,2025,6,13,18,4,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0
2025-06-13 19:00:00,93.3,94.3,62.7,36.4,0.0,0.0,11.4,330.0,10.1,1002.0,70.0,3.7,108.8,1.0,33.4948024948025,45.91565866565867,2.593186543186543,10.077278397278398,0.6427045927045927,19.098223398223396,0.514968814968815,19.052409752409755,17.82222642222642,30.960735210735212,66.94720279720279,1.5118446418446418,8.902646002646003,0.848092988092988,30.101903231903233,21.946966546966546,30.077306747306746,23.767340767340766,58.14997164997165,1.1440464940464943,10.100835380835381,0.385010395010395,32.11394821394822,0.4726422226422226,11.196134946134945,8.936061236061237,2025,6,13,19,4,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0
2025-06-13 20:00:00,93.3,93.6,61.2,34.58,0.0,0.0,5.8,340.0,8.3,998.0,70.0,3.7,8.2,0.0,33.61066883018103,46.0225716933034,2.5930812101543808,10.087285035333815,0.6432101912589717,19.16822773139846,0.5156640129810861,19.049355094477047,17.833391723635625,31.07607488095293,67.09062425379499,1.511254776864533,8.914590768493207,0.8500732490976394,30.089874199630298,21.963925165144676,30.218410877191364,23.88742042400579,58.353264402044886,1.1450366245488197,10.0923455384431,0.384778662339638,32.076597120743465,0.47453821722114403,11.23163217797364,8.942802550119623,2025,6,13,20,4,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
2025-06-13 21:00:00,91.5,91.5,60.9,36.13,0.0,0.0,2.2,210.0,4.9,1003.0,61.8,3.7,0.0,0.0,33.726535165559554,46.129484720948135,2.5929758771222184,10.097291673389234,0.6437157898133508,19.238232064573527,0.5163592109933574,19.04630043654434,17.844557025044832,31.191414551170652,67.23404571038718,1.510664911884424,8.926535534340413,0.8520535101022906,30.077845167357363,21.98088378332281,30.35951500707598,24.007500080670813,58.55655715411813,1.1460267550511454,10.083855696050819,0.38454692966888093,32.03924602753872,0.47643421180006545,11.267129409812336,8.949543864178011,2025,6,13,21,4,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0
2025-06-13 22:00:00,89.7,91.4,64.5,43.39,0.0,0.0,2.2,170.0,8.5,1002.0,61.8,3.7,0.0,0.0,33.84240150093809,46.23639774859287,2.592870544090056,10.107298311444653,0.6442213883677298,19.30823639774859,0.5170544090056285,19.043245778611634,17.855722326454035,31.306754221388367,67.37746716697936,1.5100750469043152,8.938480300187617,0.8540337711069419,30.06581613508443,21.99784240150094,30.5006191369606,24.127579737335836,58.75984990619137,1.147016885553471,10.075365853658536,0.3843151969981239,32.00189493433396,0.4783302063789868,11.302626641651031,8.956285178236397,2025,6,13,22,4,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0
2025-06-13 23:00:00,88.0,90.8,66.5,49.04,0.0,0.0,3.4,340.0,10.7,998.5,25.2,3.7,0.0,0.0,33.95826783631662,46.34331077623761,2.592765211057894,10.117304949500072,0.6447269869221088,19.378240730923658,0.5177496070178996,19.040191120678926,17.86688762786324,31.42209389160609,67.52088862357155,1.5094851819242063,8.950425066034823,0.8560140321115931,30.053787102811494,22.01480101967907,30.64172326684522,24.247659394000856,58.96314265826461,1.1480070160557967,10.066876011266254,0.3840834643273668,31.96454384112921,0.48022620095790824,11.338123873489726,8.963026492294786,2025,6,13,23,4,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0
2025-06-14 00:00:00,88.2,95.2,72.1,58.87,0.0,0.0,5.4,277.1,12.8,1001.0,31.0,3.7,0.0,0.0,34.07413417169515,46.45022380388234,2.5926598780257315,10.127311587555491,0.6452325854764879,19.44824506409872,0.5184448050301709,19.03713646274622,17.878052929272442,31.537433561823807,67.66431008016374,1.5088953169440975,8.962369831882027,0.8579942931162443,30.04175807053856,22.0317596378572,30.782827396729836,24.36773905066588,59.16643541033785,1.1489971465581224,10.058386168873973,0.38385173165660974,31.927192747924458,0.48212219553682967,11.373621105328422,8.969767806353172,2025,6,14,0,5,0.0,1.0,1.2246467991473532e-16,-1.0
2025-06-14 01:00:00,87.5,94.4,72.2,60.6,0.0,0.0,4.0,267.7,9.6,1001.0,22.0,3.7,0.0,0.0,34.19000050707368,46.557136831527075,2.592554544993569,10.137318225610908,0.6457381840308669,19.518249397273784,0.519140003042442,19.034081804813514,17.889218230681646,31.652773232041525,67.80773153675592,1.5083054519639885,8.974314597729233,0.8599745541208956,30.029729038265625,22.04871825603533,30.923931526614453,24.487818707330902,59.36972816241109,1.149987277060448,10.049896326481692,0.3836199989858527,31.889841654719707,0.4840181901157511,11.409118337167117,8.97650912041156,2025,6,14,1,5,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0
