datetime,temp,feelslike,dew,humidity,precip,precipprob,windspeed,winddir,windgust,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,PM25_Idgah_Hills,PM10_Idgah_Hills,NO_Idgah_Hills,SO2_Idgah_Hills,CO_Idgah_Hills,O3_Idgah_Hills,Benzene_Idgah_Hills,NO2_Idgah_Hills,NH3_Idgah_Hills,PM25_TT_Nagar,PM10_TT_Nagar,NO_TT_Nagar,SO2_TT_Nagar,CO_TT_Nagar,O3_TT_Nagar,NO2_TT_Nagar,NH3_TT_Nagar,PM25_Paryavaran_Parisar,PM10_Paryavaran_Parisar,NO_Paryavaran_Parisar,SO2_Paryavaran_Parisar,CO_Paryavaran_Parisar,O3_Paryavaran_Parisar,Benzene_Paryavaran_Parisar,NO2_Paryavaran_Parisar,NH3_Paryavaran_Parisar,year,month,day,hour,dayofweek,hour_sin,hour_cos,month_sin,month_cos
2024-01-01 00:00:00,63.8,63.8,59.6,86.39,0.0,0.0,6.5,98.5,8.3,1016.0,14.6,1.2,0.0,0.0,94.60954924439812,247.95608108108112,1.18,6.32,1.27,11.6,0.7,30.25,23.25,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,136.125,243.75,11.058757629325124,6.07,0.41,1.8,0.1,55.27,38.0,2024.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4999999999999999,0.8660254037844387
2024-01-01 01:00:00,63.2,63.2,59.1,86.36,0.0,0.0,6.5,103.2,11.2,1016.0,8.0,1.2,0.0,0.0,94.60954924439812,247.95608108108112,0.83,6.2,1.07,26.23,0.7,27.8,22.55,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,135.75,231.0,11.058757629325124,5.8,0.24,2.35,0.1,48.6,32.33,2024.0,1.0,1.0,1.0,0.0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
2024-01-01 02:00:00,62.0,62.0,60.5,95.03,0.0,0.0,2.2,360.0,11.0,1014.7,40.0,1.2,0.0,0.0,94.60954924439812,218.75,0.73,6.37,1.08,23.07,0.7,30.0,19.35,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,120.25,201.0,11.058757629325124,6.28,0.44,2.32,0.1,47.08,30.75,2024.0,1.0,1.0,2.0,0.0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
2024-01-01 03:00:00,61.8,61.8,58.6,89.12,0.0,0.0,5.6,104.3,10.5,1015.0,9.7,1.2,0.0,0.0,94.60954924439812,215.0,0.93,6.87,1.02,25.1,0.7,27.07,17.5,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,111.75,195.5,11.058757629325124,6.42,0.38,3.3,0.1,43.75,28.12,2024.0,1.0,1.0,3.0,0.0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
2024-01-01 04:00:00,59.1,59.1,57.6,94.97,0.0,0.0,4.7,96.1,9.4,1016.0,14.7,1.2,0.0,0.0,94.60954924439812,190.5,0.75,7.33,0.97,19.82,0.7,25.75,17.32,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,103.75,172.5,6.23,6.68,0.43,4.55,0.1,40.55,30.0,2024.0,1.0,1.0,4.0,0.0,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
2024-01-01 05:00:00,57.9,57.9,57.3,97.92,0.0,0.0,2.2,70.0,8.5,1016.1,45.4,0.6999999999999997,0.0,0.0,94.60954924439812,183.67,0.67,7.73,0.9,26.93,0.7,22.9,17.4,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,98.25,154.5,2.7,6.23,0.42,5.75,0.1,37.65,31.75,2024.0,1.0,1.0,5.0,0.0,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
2024-01-01 06:00:00,59.1,59.1,56.4,90.75,0.0,0.0,4.5,101.4,7.8,1016.0,18.3,0.6999999999999997,0.0,0.0,94.60954924439812,174.0,0.7,7.95,0.84,36.68,0.7,19.4,20.75,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,86.0,141.0,6.13,5.37,0.6,5.43,0.1,36.43,33.37,2024.0,1.0,1.0,6.0,0.0,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
2024-01-01 07:00:00,58.9,58.9,56.4,91.34,0.0,0.0,4.3,108.8,7.6,1016.0,15.8,0.6999999999999997,0.0,0.0,94.60954924439812,187.5,1.0,9.12,1.01,42.75,0.7,19.93,24.0,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,91.25,144.25,8.98,5.7,0.8,4.1,0.1,38.18,34.3,2024.0,1.0,1.0,7.0,0.0,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
2024-01-01 08:00:00,56.900000000000006,56.3,55.1,95.82,0.0,0.0,2.2,319.0,7.4,1018.0,100.0,0.6999999999999997,8.3,0.0,94.60954924439812,215.0,2.2,15.033004575894848,1.14,44.85,0.6,28.17,24.2,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,86.25,169.75,4.85,7.42,0.8,7.45,0.1,38.85,31.77,2024.0,1.0,1.0,8.0,0.0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387
2024-01-01 09:00:00,64.4,64.4,64.4,100.0,0.0,0.0,3.4,300.0,9.8,1019.0,0.0,0.6999999999999997,128.7,1.0,94.60954924439812,247.5,2.65,15.033004575894848,1.2865060976048321,49.07,0.6,32.12,26.25,118.75,214.0,1.27,18.63,1.1,56.07,26.4,9.63,101.5,191.25,3.08,14.76316646226897,0.85,34.9,0.1,44.8,30.55,2024.0,1.0,1.0,9.0,0.0,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387
2024-01-01 10:00:00,68.0,68.0,66.2,93.97,0.0,0.0,3.4,340.0,11.2,1019.0,0.0,0.6999999999999997,327.6,3.0,94.60954924439812,247.95608108108112,2.85,15.033004575894848,1.2865060976048321,67.42,0.5,34.68,24.5,118.75,244.33,1.2,20.37,0.88,89.35,28.6,10.98,136.125,244.75,2.22,14.76316646226897,0.59,53.2,0.1,36.9,29.03,2024.0,1.0,1.0,10.0,0.0,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387
2024-01-01 11:00:00,75.3,75.3,60.6,60.23,0.0,0.0,0.0,157.0,12.8,1016.1,50.0,0.6999999999999997,497.3,5.0,94.60954924439812,247.95608108108112,2.25,15.033004575894848,1.09,86.03,0.5,30.35,22.2,118.75,232.75,1.02,26.3,0.61,104.35,28.95,10.95,136.125,232.0,1.5,14.76316646226897,0.47,65.8,0.1,31.7,28.0,2024.0,1.0,1.0,11.0,0.0,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387
2024-01-01 12:00:00,73.4,73.4,68.0,83.22,0.0,0.0,6.9,300.0,13.6,1017.0,50.0,1.2,592.3,6.0,94.60954924439812,204.5,2.1,15.033004575894848,0.98,89.08,0.45,23.67,21.43,118.0,192.5,0.97,29.499190544846552,0.73,109.09849968379388,26.4,11.55,121.5,185.75,1.0,14.76316646226897,0.45,66.131645024661,0.1,27.07,30.27,2024.0,1.0,1.0,12.0,0.0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387
2024-01-01 13:00:00,75.2,75.2,66.2,73.63,0.0,0.0,4.7,330.0,13.2,1018.0,50.0,1.2,634.7,6.0,93.75,171.25,2.5,15.033004575894848,0.96,89.62,0.4,21.83,23.52,112.75,178.25,0.88,29.499190544846552,0.96,109.09849968379388,26.77,14.55,112.25,162.0,0.88,14.76316646226897,0.42,66.131645024661,0.1,23.25,32.98,2024.0,1.0,1.0,13.0,0.0,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387
2024-01-01 14:00:00,78.4,78.4,62.3,57.83,0.0,0.0,0.0,0.0,13.0,1013.8,36.2,1.0,614.7,6.0,84.75,162.75,2.95,15.033004575894848,1.03,77.12,0.45,24.45,27.469053323678487,104.75,171.5,0.97,29.499190544846552,1.04,103.88,28.4,15.15,96.5,141.75,0.9,14.76316646226897,0.51,66.131645024661,0.1,21.25,32.6,2024.0,1.0,1.0,14.0,0.0,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387
2024-01-01 15:00:00,75.2,75.2,66.2,73.63,0.0,0.0,8.1,360.0,12.1,1015.0,0.0,1.2,507.4,5.0,84.25,156.25,0.73,15.033004575894848,0.81,68.02,0.5,14.12,27.469053323678487,104.5,194.25,1.23,29.499190544846552,1.47,79.53,31.2,15.57,88.0,131.25,1.32,14.76316646226897,0.84,66.131645024661,0.1,29.9,34.53,2024.0,1.0,1.0,15.0,0.0,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
2024-01-01 16:00:00,72.4,72.4,61.1,67.56,0.0,0.0,3.4,241.7,12.3,1013.0,39.2,1.2,395.7,4.0,94.60954924439812,168.75,0.77,15.033004575894848,0.84,58.52,0.55,14.97,27.469053323678487,117.0,219.25,1.03,24.9,1.54,60.77,35.65,15.3,99.75,167.5,1.9,11.55,1.06,44.78,0.1,37.38,31.75,2024.0,1.0,1.0,16.0,0.0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
2024-01-01 17:00:00,69.8,69.8,66.0,87.55,0.0,0.0,6.8,360.0,9.6,1014.2,100.0,0.6999999999999997,255.5,3.0,94.60954924439812,181.75,0.93,15.033004575894848,0.93,43.77,0.6,16.1,26.12,118.75,210.25,1.27,18.83,1.68,38.4,38.85,15.15,107.0,180.0,3.38,9.9,1.17,27.7,0.1,40.6,29.83,2024.0,1.0,1.0,17.0,0.0,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
2024-01-01 18:00:00,73.3,73.3,60.7,64.71,0.0,0.0,2.0,354.4,5.8,1014.0,28.8,0.6999999999999997,73.5,0.0,94.60954924439812,212.0,1.0,14.6,1.2,30.62,0.67,23.75,23.0,118.75,207.25,1.95,23.52,1.69,28.2,41.83,15.1,112.5,193.75,6.5,8.9,1.2425000000000002,18.08,0.1,47.48,28.73,2024.0,1.0,1.0,18.0,0.0,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
2024-01-01 19:00:00,73.3,73.3,62.3,68.52,0.0,0.0,4.0,22.2,3.8,1014.0,34.2,0.6999999999999997,1.3,0.0,94.60954924439812,241.0,0.88,12.82,1.25,26.57,0.7,24.97,20.75,118.75,207.0,1.1,23.28,1.68,23.2,43.75,15.38,116.0,199.25,9.88,9.2,1.2425000000000002,10.43,0.1,53.75,31.12,2024.0,1.0,1.0,19.0,0.0,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
2024-01-01 20:00:00,64.5,64.5,62.0,91.7,0.0,0.0,6.9,15.0,6.0,1016.5,31.4,0.6999999999999997,0.0,0.0,94.60954924439812,244.5,0.8,12.35,1.17,27.27,0.7,23.0,19.7,118.75,214.0,1.07,25.67,1.51,22.55,43.22,13.57,134.5,209.5,3.67,9.25,1.08,14.77,0.1,48.97,32.55,2024.0,1.0,1.0,20.0,0.0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
2024-01-01 21:00:00,62.6,62.6,62.6,100.0,0.0,0.0,5.8,10.0,7.2,1017.0,0.0,0.6999999999999997,0.0,0.0,94.60954924439812,231.5,0.9,11.75,1.06,29.1,0.7,19.0,19.3,118.75,216.75,1.07,24.1,1.52,19.85,39.97,9.55,135.0,201.5,2.85,9.1,0.9,17.35,0.1,42.17,33.77,2024.0,1.0,1.0,21.0,0.0,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
2024-01-01 22:00:00,60.8,60.8,60.8,100.0,0.0,0.0,4.7,10.0,8.3,1018.0,0.0,0.6999999999999997,0.0,0.0,94.60954924439812,228.0,5.476931264400705,10.65,1.2865060976048321,18.7,0.7,30.12,21.43,118.75,206.0,1.35,25.9,1.4,20.5,37.6,7.83,121.5,172.25,2.83,8.4,0.77,16.35,0.1,41.88,35.17,2024.0,1.0,1.0,22.0,0.0,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
